ProviderName,Website_final,Crawl_Status,Pages_Crawled,Matched_Categories,HomeAccess,RespiteCare,ABA,OT,PT,Speech,LifeSkills,Employment,Residential,HomeAccess_Excerpt,RespiteCare_Excerpt,ABA_Excerpt,OT_Excerpt,PT_Excerpt,Speech_Excerpt,LifeSkills_Excerpt,Employment_Excerpt,Residential_Excerpt,Domain,Address1,City,State,Zip,phone
Rainbow of Life Behavioral Health Center,http://www.rainbowoflifebhc.com/,Success,http://www.rainbowoflifebhc.com/;https://www.rainbowoflifebhc.com/services;https://www.rainbowoflifebhc.com;https://www.rainbowoflifebhc.com/providers;https://www.rainbowoflifebhc.com/about-us,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"Home | Rainbow Of Life BHC | ABA Therapy | West Palm Beach, Florida top of page Rainbow of Life Behavioral Healt",,,,,,,rainbowoflifebhc.com,2115 10th Ave N,Lake Worth Beach,FL,33461,(561) 506-3665
"Florida Family Support, LLC",http://www.flfamilysupport.com/,Success,http://www.flfamilysupport.com/;https://flfamilysupport.com/respite-care/;https://flfamilysupport.com;http://www.flfamilysupport.com/#site-content;https://flfamilysupport.com/,"HomeAccess,RespiteCare,ABA",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ervices Skip to the content Maximizing your Child’s Success, One Step at a Time In-Home ABA Therapy Parent Support/Parent Training Early Intervention Programs Family S"," Contact Us 5300 W Hillsboro Blvd #208a, Coconut Creek, FL 33073 (561) 501-2884 Respite Care – Florida Family Support Skip to the content Respite Care Empowering Paren","Florida Family Support – ABA Therapy Services Skip to the content Maximizing your Child’s Success, One Step ",,,,,,,flfamilysupport.com,5300 W Hillsboro Blvd #208,Coconut Creek,FL,33073,(561) 501-2884
Brain Balance of Coral Springs,https://www.brainbalancecenters.com/locations/florida/palm-beach-gardens,Success,https://www.brainbalancecenters.com/locations/florida/palm-beach-gardens;https://www.brainbalancecenters.com/our-program/integrated-approach/sensory-motor/;https://www.brainbalancecenters.com/our-program;https://www.brainbalancecenters.com/brain-balance-virtual-program?_ga=2.169270183.789409738.1587393891-308071597.1563320012&_gac=1.190336729.1587399693.CjwKCAjw7e_0BRB7EiwAlH-goOpso_oczgoy2Upv9MhZp8aziCxbgqHela71G930TndG4rIi9irWCRoCDDIQAvD_BwE;https://www.brainbalancecenters.com/growth-and-potential,LifeSkills,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,"ctive program has helped over 55,000 individuals nationwide to improve critical life skills and create a brighter path for their future. ""Since beginning Brain Balance, we",,,brainbalancecenters.com,8409 N Military Trl,Palm Beach Gardens,FL,33410,(561) 500-0609
"Easterseals Florida, Treasure Coast Early Steps",https://www.easterseals.com/florida/programs-and-services/early-intervention/treasure-coast-early-steps.html,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,easterseals.com,1475 NW 14th Ave,Miami,FL,33125,(305) 547-4725
The Play Base ABA Therapy,https://us.theplaybase.com/,Success,https://us.theplaybase.com/;https://us.theplaybase.com/how-can-aba-therapy-improve-emotional-regulation-complete-guide/;https://us.theplaybase.com/child-aba-therapy;https://us.theplaybase.com/services;https://us.theplaybase.com/services/,"HomeAccess,ABA,LifeSkills",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,sed by a Board Certified Child Behaviour Analyst. Learn About Child ABA Therapy In-Home ABA Therapy Consultation with a Board Certified Behaviour Analyst is used for c,,"Child Behavioral Therapist ABA Autism Therapy ADHD Treatment, IBI FLORIDA Skip to content Discovering Beautifu",,,,ren develop meaningful relationships. Increased Independence: Teaches essential life skills for greater autonomy. Customized Learning: Tailored to each child's unique need,,,us.theplaybase.com,22169 Cressmont Pl,Boca Raton,FL,33428,(561) 463-8441
Two Hearts ABA Therapy,http://www.twoheartsaba.com/,Success,http://www.twoheartsaba.com/;https://www.twoheartsaba.com/services;http://www.twoheartsaba.com/request-aba-therapy;https://www.twoheartsaba.com/request-aba-therapy;https://www.twoheartsaba.com,"ABA,LifeSkills",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,Two Hearts ABA Therapy – Best Therapy Ever Mission and Vision Statements: Our mission is to pr,,,,"er it is help bringing your child to the grocery store, attending in school, or daily living skills at home. Social Skills Groups We provide weekly social groups to help your chil",,,twoheartsaba.com,23123,Boca Raton,FL,33428,(561) 461-7273
"Mobile Therapy Group, LLC",https://mobiletherapygroup.com/,Success,https://mobiletherapygroup.com/;https://mobiletherapygroup.com/services;https://mobiletherapygroup.com/custom-splinting-services;https://mobiletherapygroup.com/mtg-team;https://mobiletherapygroup.com/reviews%2Ftestimonials,"HomeAccess,OT,PT,LifeSkills",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,letherapy as an option to anyone in the state of Florida. You can elect to have in-home or on-line visits or a combination of both. We are Medicare providers and you d,,,bile Therapy Group Mobile Therapy Group CERTIFIED HAND THERAPY PHYSICAL THERAPY OCCUPATIONAL THERAPY Services provided in our clinics or in your home. contact us for a free consul, Therapy Group Mobile Therapy Group Mobile Therapy Group CERTIFIED HAND THERAPY PHYSICAL THERAPY OCCUPATIONAL THERAPY Services provided in our clinics or in your home. contact,," Sciences in 2015 and completed AOTA's Neurologic Residency Program at Brooks Rehabilitation Hospital in Jacksonville, FL following graduation. She has been an OT for almos",,,mobiletherapygroup.com,801 S Olive Ave #106,West Palm Beach,FL,33401,(561) 461-5343
A Beautiful Mind Psychological Services,https://abeautifulmind.my.canva.site/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,abeautifulmind.my.canva.site,1645 Palm Beach Lakes Blvd #1200,West Palm Beach,FL,33401,(561) 454-8984
Athena School Psychology Services,https://www.athenaschoolpsy.com/,Success (no matches),https://www.athenaschoolpsy.com/;https://www.athenaschoolpsy.com/services-7;https://www.athenaschoolpsy.com;https://www.athenaschoolpsy.com/1;https://www.athenaschoolpsy.com/copy-of-1,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,athenaschoolpsy.com,100 SE 2nd St,Miami,FL,33131,(561) 450-9449
Brighter Minds Behavioral Health LLC,https://www.brightermindsbh.com/,Success,https://www.brightermindsbh.com/;https://www.brightermindsbh.com/services;https://www.brightermindsbh.com;https://www.brightermindsbh.com/providers;https://www.brightermindsbh.com/contact-us,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,, family to reach their full potential. We are dedicated to integrate the latest ABA findings and research to provide quality services to our families. We continue ,,,,,,,brightermindsbh.com,2119 10th Ave N,Lake Worth Beach,FL,33461,(561) 444-2814
Open Doorway Inc,http://theopendoorway.com/,Success (no matches),http://theopendoorway.com/;http://theopendoorway.com/special-needs-programs/index.html;https://theopendoorway.com/special-needs-programs/school-curriculum/;https://theopendoorway.com/special-needs-programs/enrollment/;https://theopendoorway.com/special-needs-programs/special-programs/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,theopendoorway.com,1480 S Military Trl,West Palm Beach,FL,33415,(561) 434-2788
RenaSer ABA Therapy,http://renaserwpb.com/,Success,http://renaserwpb.com/;http://renaserwpb.com/en/aba-services;http://renaserwpb.com/en/autism-behavior-therapy;http://renaserwpb.com/es/servicios-aba;http://renaserwpb.com/es/sobre-nosotros,"ABA,OT",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,RenaSer ABA Therapy 0 Creating brighter tomorrows with our ABA expertise Schedule a Consult,"our therapeutic approaches to your specific needs. We offer behavioral therapy, occupational therapy, speech and language therapy, and other modalities to help you achieve your go",,,,,,renaserwpb.com,2677 Forest Hill Blvd,West Palm Beach,FL,33406,(561) 433-5050
Sensory Station Therapy,http://www.sensorystationtherapy.com/,Success,http://www.sensorystationtherapy.com/,OT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Sensory Station Therapy - Pediatric Occupational Therapy EMPOWERING CHILDREN TO BE INDEPENDENT Pediatric Occupational Therapy Pediatric,,,,,,sensorystationtherapy.com,804 U.S. Rte 1,Lake Park,FL,33403,(561) 429-6018
Find Peace by Piece,https://findpeacebypiece.com/,Success,https://findpeacebypiece.com/,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Palm Beach County ABA Therapy Provider | Find Peace by Piece (561) 418-0208 request@findpeacebypiece.,,,,,,,findpeacebypiece.com,5300 W Hillsboro Blvd #208c,Coconut Creek,FL,33073,(561) 418-0208
Children's Behavioral Intervention,https://childrensbehavioralint.com/,Success,https://childrensbehavioralint.com/;https://childrensbehavioralint.com/hipaa-notice/;https://childrensbehavioralint.com/#content;https://childrensbehavioralint.com/career-opportunities/;https://childrensbehavioralint.com/contact/,"HomeAccess,ABA",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"tise is Therapy Our Passion is Autism REQUEST ABA THERAPY Providing ABA Therapy in home, school, and community settings. sources including major health care providers.",,"rvention Skip to content Our Expertise is Therapy Our Passion is Autism REQUEST ABA THERAPY Providing ABA Therapy in home, school, and community settings. sources ",,,,,,,childrensbehavioralint.com,1601 Belvedere Rd E-300,West Palm Beach,FL,33406,(561) 410-8225
Autism ABA Monarch Behavior Analysis LLC - Autism Therapy,http://www.monarchbehavior.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,monarchbehavior.com,2711 Exchange Ct,West Palm Beach,FL,33409,(561) 408-3115
"Holistic Family Occupational Therapy, LLC",http://www.holisticfamilyot.com/,Success,http://www.holisticfamilyot.com/;https://holisticfamilyot.com/emotion-code/;http://holisticfamilyot.com/emotion-code/;http://www.holisticfamilyot.com/#content;http://holisticfamilyot.com/,OT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Holistic Family Occupational Therapy, LLC Skip to content Phone : (561) 386-4756 Facebook Instagram Menu Schedule N",,,,,,holisticfamilyot.com,2290 10th Ave N,Lake Worth Beach,FL,33461,(561) 386-4756
Progressive Pediatric Therapy-West Palm Beach Clinic,https://ppt4kids.com/,Success,https://ppt4kids.com/;https://www.ppt4kids.com/helping-hands-at-mealtime;https://ppt4kids.com/#Specialties;https://www.ppt4kids.com/therapy-services;https://www.ppt4kids.com/specialty-services,"HomeAccess,OT,PT,Speech",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"fering children access to the latest advancements in pediatric care. Convenient Community-Based Care We bring therapy to children where they learn and grow—at schools, homes, ",,,"ews Tailored Therapy to Nurture Every Child's Unique Potential We specialize in Occupational Therapy (OT), Physical Therapy (PT), Feeding Therapy (FT), and Speech Language Therapy","ture Every Child's Unique Potential We specialize in Occupational Therapy (OT), Physical Therapy (PT), Feeding Therapy (FT), and Speech Language Therapy (SLP), as one of the o"," in Occupational Therapy (OT), Physical Therapy (PT), Feeding Therapy (FT), and Speech Language Therapy (SLP), as one of the only multi-disciplinary clinics in South Florida. ",,,,ppt4kids.com,5589 Okeechobee Blvd,West Palm Beach,FL,33417,(561) 376-2573
Carlyle Therapy,http://carlyletherapy.com/,Success,http://carlyletherapy.com/;https://www.carlyletherapy.com/services-1;https://www.carlyletherapy.com;https://www.carlyletherapy.com/about;https://www.carlyletherapy.com/contact-us,"OT,PT,Speech,LifeSkills",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,"ren ages 0-18 years old. Our dedicated group of Bilingual Speech, Physical, and Occupational Therapists have over 60 years of combined experience improving the lives of the childr","c patients at our convenient office location in West Palm Beach: Speech Therapy Physical Therapy Occupational Therapy Contact Us Testimonials “I have triplet daughters, born p",to the pediatric patients at our convenient office location in West Palm Beach: Speech Therapy Physical Therapy Occupational Therapy Contact Us Testimonials “I have triplet ,"lopment. We will help your child achieve developmental milestones by working on daily living skills such as dressing, eating, and writing. We are a client-centered practice that p",,,carlyletherapy.com,6685 Forest Hill Blvd,Greenacres,FL,33413,(561) 371-3277
Blessed & Beyond Behavioral Corp,https://bbbehavioral.com/,Success,https://bbbehavioral.com/;https://bbbehavioral.com/#whoweare;https://bbbehavioral.com/#howcanwehelp;https://bbbehavioral.com/#services;https://bbbehavioral.com/#ourteam,"HomeAccess,ABA",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"therapy services are provided in a variety of settings such as home, school and community based on the child’s needs. ABA programs are not “one size fits all” but are tailored",,Blessed & Beyond Behavioral – ABA Behavior Therapies Welcome! In this space you will find the support that your f,,,,,,,bbbehavioral.com,2328 10th Ave N,Lake Worth Beach,FL,33461,(561) 370-3346
Spring Health,http://www.abaspringhealth.com/,Success,http://www.abaspringhealth.com/;https://abaspringhealth.com/services/;https://abaspringhealth.com/request-aba-therapy/;https://abaspringhealth.com/services/#therapy;https://abaspringhealth.com/services/#evaluation,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Spring Health Center of ABA therapy – Spring Health Center of ABA therapy ABA Therapy We prioritize creatin,,,,,,,abaspringhealth.com,2300 W 84th St,Hialeah,FL,33016,(561) 350-8592
"ABA Therapy - Hope Center For Behavior Change, Inc.",https://hopecenterforbehaviorchange.com/,Success,https://hopecenterforbehaviorchange.com/;https://hopecenterforbehaviorchange.com/services/;http://hopecenterforbehaviorchange.com/services/#child-aba;http://hopecenterforbehaviorchange.com/services/#teen-aba;http://hopecenterforbehaviorchange.com/services/#in-home-aba,"HomeAccess,ABA",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ganizational Strategies Reading Self-Care / Self-Regulation / Self – Management In-Home ABA Therapy Your child’s home is a secure environment where they can get comfor,,Hope Center for Behavior Change | ABA Therapy and Autism Care in Florida Skip to content Menu Florida’s Trusted ABA T,,,,,,,hopecenterforbehaviorchange.com,100 E Pine St,Orlando,FL,32801,(561) 337-8865
ABA Therapy Center by Lucio and Lucas Corp,https://lucioandlucas.com/,Success,https://lucioandlucas.com/;https://lucioandlucas.com/services/;https://lucioandlucas.com/understanding-aba-therapy/;https://lucioandlucas.com/early-intervention-aba-therapy/;https://lucioandlucas.com/program/home-community-based-therapy/,"HomeAccess,ABA,LifeSkills",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,", both academically and socially. View All Services Age 18 months–21 years Home/Community Based Therapy Our agency provides ABA therapy services for your child at home and in ",,cas Corp Skip to content Lucio & Lucas Corp is a therapy agency specializing in ABA therapies where children begin their journey toward growth and development. Cal,,,,How Does ABA Therapy Help Your Child? ABA therapy focuses on teaching essential life skills while reducing behaviors that may hinder growth. It is particularly beneficial ,,,lucioandlucas.com,680 S Military Trl,West Palm Beach,FL,33415,(561) 335-7600
